Dependency=Heating Fuel	Dependency=HVAC Has Shared System	Dependency=HVAC Heating Type	Dependency=Vintage	Option=ASHP, SEER 10, 6.2 HSPF	Option=ASHP, SEER 13, 7.7 HSPF	Option=ASHP, SEER 15, 8.5 HSPF	Option=Electric Baseboard, 100% Efficiency	Option=Electric Boiler, 100% AFUE	Option=Electric Furnace, 100% AFUE	Option=Electric Wall Furnace, 100% AFUE	Option=Fuel Boiler, 76% AFUE	Option=Fuel Boiler, 80% AFUE	Option=Fuel Boiler, 90% AFUE	Option=Fuel Furnace, 60% AFUE	Option=Fuel Furnace, 76% AFUE	Option=Fuel Furnace, 80% AFUE	Option=Fuel Furnace, 92.5% AFUE	Option=Fuel Wall/Floor Furnace, 60% AFUE	Option=Fuel Wall/Floor Furnace, 68% AFUE	Option=MSHP, SEER 14.5, 8.2 HSPF	Option=MSHP, SEER 29.3, 14 HSPF	Option=None	Option=Shared Heating	Option=Void	source_count	source_weight	fallback_count	fallback_weight
Electricity	Heating Only	Non-Ducted Heat Pump	2000s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	25473.7	4	33132.3
Electricity	Heating Only	Non-Ducted Heat Pump	2010s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7658.61	4	33132.3
Electricity	Heating Only	Non-Ducted Heat Pump	<1940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	14291.8	3	19822.2
Electricity	Heating and Cooling	Non-Ducted Heat Pump	1940s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Electricity	Heating and Cooling	Non-Ducted Heat Pump	1950s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Electricity	Heating and Cooling	Non-Ducted Heat Pump	1960s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Electricity	Heating and Cooling	Non-Ducted Heat Pump	1970s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Electricity	Heating and Cooling	Non-Ducted Heat Pump	1980s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	15097.4	3	20863.4
Electricity	Heating and Cooling	Non-Ducted Heat Pump	1990s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5765.99	3	20863.4
Electricity	Heating and Cooling	Non-Ducted Heat Pump	2000s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	7118.35
Electricity	Heating and Cooling	Non-Ducted Heat Pump	2010s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7118.35	1	7118.35
Electricity	Heating and Cooling	Non-Ducted Heat Pump	<1940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Electricity	None	Non-Ducted Heat Pump	1940s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984363	0.0156373	0	0	0	26	23817.5	26	23817.5
Electricity	None	Non-Ducted Heat Pump	1950s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984835	0.0151646	0	0	0	13	46000.6	13	46000.6
Electricity	None	Non-Ducted Heat Pump	1960s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.987172	0.0128279	0	0	0	12	40827.5	12	40827.5
Electricity	None	Non-Ducted Heat Pump	1970s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.986855	0.013145	0	0	0	21	76754.5	21	76754.5
Electricity	None	Non-Ducted Heat Pump	1980s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.985258	0.0147417	0	0	0	19	72458.7	19	72458.7
Electricity	None	Non-Ducted Heat Pump	1990s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988089	0.0119112	0	0	0	16	52741.8	16	52741.8
Electricity	None	Non-Ducted Heat Pump	2000s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.987411	0.0125891	0	0	0	10	29517.2	10	29517.2
Electricity	None	Non-Ducted Heat Pump	2010s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.983783	0.0162169	0	0	0	23	70977.2	23	70977.2
Electricity	None	Non-Ducted Heat Pump	<1940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984363	0.0156373	0	0	0	26	61549.9	26	61549.9
Electricity	Cooling Only	Non-Ducted Heating	1940s	0	0	0	0.860727	0.0247042	0	0.114569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	189365	147	189365
Electricity	Cooling Only	Non-Ducted Heating	1950s	0	0	0	0.859852	0.0275371	0	0.11261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	352589	86	352589
Electricity	Cooling Only	Non-Ducted Heating	1960s	0	0	0	0.839912	0.00727882	0	0.152809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	515620	128	515620
Electricity	Cooling Only	Non-Ducted Heating	1970s	0	0	0	0.814489	0.0237715	0	0.161739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	957504	275	957504
Electricity	Cooling Only	Non-Ducted Heating	1980s	0	0	0	0.805872	0.0336043	0	0.160524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	764591	210	764591
Electricity	Cooling Only	Non-Ducted Heating	1990s	0	0	0	0.851594	0.0167827	0	0.131624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	564639	139	564639
Electricity	Cooling Only	Non-Ducted Heating	2000s	0	0	0	0.77894	0.0657439	0	0.155316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	480709	129	480709
Electricity	Cooling Only	Non-Ducted Heating	2010s	0	0	0	0.804318	0.0179587	0	0.177723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	350017	108	350017
Electricity	Cooling Only	Non-Ducted Heating	<1940	0	0	0	0.860727	0.0247042	0	0.114569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	489363	147	489363
Electricity	Heating Only	Non-Ducted Heating	1940s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	75912	26	75912
Electricity	Heating Only	Non-Ducted Heating	1950s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	82035.4	14	82035.4
Electricity	Heating Only	Non-Ducted Heating	1960s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	180107	22	180107
Electricity	Heating Only	Non-Ducted Heating	1970s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	38	285325	38	285325
Electricity	Heating Only	Non-Ducted Heating	1980s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	200387	28	200387
Electricity	Heating Only	Non-Ducted Heating	1990s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21	160472	21	160472
Electricity	Heating Only	Non-Ducted Heating	2000s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	108231	15	108231
Electricity	Heating Only	Non-Ducted Heating	2010s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	99273.9	15	99273.9
Electricity	Heating Only	Non-Ducted Heating	<1940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	196174	26	196174
Electricity	Heating and Cooling	Non-Ducted Heating	1940s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	15116.5	12	80879.7
Electricity	Heating and Cooling	Non-Ducted Heating	1950s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	65763.1	12	80879.7
Electricity	Heating and Cooling	Non-Ducted Heating	1960s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	109946	14	109946
Electricity	Heating and Cooling	Non-Ducted Heating	1970s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	156626	14	156626
Electricity	Heating and Cooling	Non-Ducted Heating	1980s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	138916	12	138916
Electricity	Heating and Cooling	Non-Ducted Heating	1990s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	115246	10	115246
Electricity	Heating and Cooling	Non-Ducted Heating	2000s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	110435	15	110435
Electricity	Heating and Cooling	Non-Ducted Heating	2010s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	98508.6	14	98508.6
Electricity	Heating and Cooling	Non-Ducted Heating	<1940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	39064.6	12	119944
