Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Space Combination	Dependency=Vintage ACS	Dependency=Water Heater In Unit	Option=Attic	Option=Conditioned Mechanical Room	Option=Crawlspace	Option=Garage	Option=Heated Basement	Option=Living Space	Option=Outside	Option=Unheated Basement	source_count	source_weight	fallback_count	fallback_weight
6A	Single-Family Detached, Unheated Basement, Unvented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.068414	0	0.0481592	0	0.883427	1	584.782	67	235071
6A	Single-Family Detached, Unheated Basement, Unvented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.0510002	0	0.0297816	0	0.919218	0	0	56	189415
6A	Single-Family Detached, Unheated Basement, Unvented Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.203289	0	0.796711	0	0	30	86261.7
6A	Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.0491001	0	0.0795843	0	0.871316	0	0	159	520057
6A	Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.0510406	0	0.0284181	0	0.920541	4	8084.06	36	132730
6A	Single-Family Detached, Unheated Basement, Vented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.0754671	0	0	0	0.924533	1	2069.91	28	85320.2
6A	Single-Family Detached, Unheated Basement, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.0333861	0	0.966614	4	6402.78	12	28899.5
6A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.381554	0	0.618446	0	0	0	0	159	520057
6A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.586876	0	0.413124	0	0	0	0	67	235071
6A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.631333	0	0.368667	0	0	0	0	56	189415
6A	Single-Family Detached, Unvented Crawlspace, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	30	86261.7
6A	Single-Family Detached, Unvented Crawlspace, No Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.381554	0	0.618446	0	0	0	0	159	520057
6A	Single-Family Detached, Unvented Crawlspace, No Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.486473	0	0.513527	0	0	0	0	27	90078.7
6A	Single-Family Detached, Unvented Crawlspace, No Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.363483	0	0.636517	0	0	0	0	27	98586.9
6A	Single-Family Detached, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	17	54796.5
6A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.381554	0	0.618446	0	0	0	0	159	520057
6A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.586876	0	0.413124	0	0	0	0	67	235071
6A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.631333	0	0.368667	0	0	0	0	56	189415
6A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	30	86261.7
6A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.381554	0	0.618446	0	0	0	0	159	520057
6A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.642354	0	0.357646	0	0	0	0	36	132730
6A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 3 Car Garage	2000-09	Yes	0	0	0	1	0	0	0	0	3	2877.73	28	85320.2
6A	Single-Family Detached, Unvented Crawlspace, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	12	28899.5
6A	Single-Family Detached, Vented Crawlspace, Finished Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.381554	0	0.618446	0	0	0	0	159	520057
6A	Single-Family Detached, Vented Crawlspace, Finished Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.586876	0	0.413124	0	0	0	0	67	235071
6A	Single-Family Detached, Vented Crawlspace, Finished Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.631333	0	0.368667	0	0	0	0	56	189415
6A	Single-Family Detached, Vented Crawlspace, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	30	86261.7
6A	Single-Family Detached, Vented Crawlspace, No Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.381554	0	0.618446	0	0	0	0	159	520057
6A	Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.486473	0	0.513527	0	0	0	0	27	90078.7
6A	Single-Family Detached, Vented Crawlspace, No Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.363483	0	0.636517	0	0	1	5641.07	27	98586.9
6A	Single-Family Detached, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	1	5508.95	17	54796.5
6A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.381554	0	0.618446	0	0	0	0	159	520057
6A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.586876	0	0.413124	0	0	1	2083.93	67	235071
6A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.631333	0	0.368667	0	0	0	0	56	189415
6A	Single-Family Detached, Vented Crawlspace, Unvented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	30	86261.7
6A	Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.381554	0	0.618446	0	0	0	0	159	520057
6A	Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.642354	0	0.357646	0	0	0	0	36	132730
6A	Single-Family Detached, Vented Crawlspace, Vented Attic, 3 Car Garage	2000-09	Yes	0	0	0	1	0	0	0	0	0	0	28	85320.2
6A	Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	0	0	12	28899.5
6A	Mobile Home, Ambient, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	1365.73	29	12848.5
6A	Multi-Family with 2 - 4 Units Middle Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	1369.83	29	12887.1
6A	Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	1365.73	29	12848.5
6A	Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	1365.73	29	12848.5
6A	Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	1369.83	29	12887.1
6A	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	1365.73	29	12848.5
6A	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	1365.73	29	12848.5
6A	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	1369.83	29	12887.1
6A	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	1365.73	29	12848.5
6A	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	1365.73	29	12848.5
6A	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	1369.83	29	12887.1
6A	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	5	1365.73	29	12848.5
6A	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	24	11482.8	24	11482.8
6A	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	24	11517.3	24	11517.3
6A	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	24	11482.8	24	11482.8
6A	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	24	11482.8	24	11482.8
6A	Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	24	11517.3	24	11517.3
6A	Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	24	11482.8	24	11482.8
6A	Multi-Family with 5+ Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	24	11482.8	24	11482.8
6A	Multi-Family with 5+ Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	24	11517.3	24	11517.3
6A	Multi-Family with 5+ Units Top Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	24	11482.8	24	11482.8
6A	Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	24	11482.8	24	11482.8
6A	Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	24	11517.3	24	11517.3
6A	Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	24	11482.8	24	11482.8
6A	Single-Family Attached, Heated Basement, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Heated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Heated Basement, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Heated Basement, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Slab, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	1	0	18	0
6A	Single-Family Attached, Slab, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Slab, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	1	0	18	0
6A	Single-Family Attached, Unheated Basement, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Unheated Basement, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Unheated Basement, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Unvented Crawlspace, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Unvented Crawlspace, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Unvented Crawlspace, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Vented Crawlspace, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	1	0	18	0
6A	Single-Family Attached, Vented Crawlspace, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Attached, Vented Crawlspace, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	1	0	18	0
6A	Single-Family Detached, Ambient, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Ambient, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Ambient, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Ambient, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Heated Basement, Finished Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Heated Basement, Finished Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Heated Basement, Finished Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Heated Basement, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Heated Basement, No Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Heated Basement, No Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Heated Basement, No Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Heated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Heated Basement, Unvented Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Heated Basement, Unvented Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Heated Basement, Unvented Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Heated Basement, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Heated Basement, Vented Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Heated Basement, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Slab, Finished Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Slab, Finished Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Slab, Finished Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Slab, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Slab, No Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Slab, No Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Slab, No Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Slab, Unvented Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Slab, Unvented Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Slab, Unvented Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Slab, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Slab, Vented Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Slab, Vented Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Slab, Vented Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Slab, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unheated Basement, Finished Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unheated Basement, Finished Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Unheated Basement, Finished Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unheated Basement, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unheated Basement, No Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unheated Basement, No Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Unheated Basement, No Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unheated Basement, Unvented Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unheated Basement, Unvented Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Unheated Basement, Unvented Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unheated Basement, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Unheated Basement, Vented Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unheated Basement, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Unvented Crawlspace, Finished Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unvented Crawlspace, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unvented Crawlspace, No Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unvented Crawlspace, No Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Unvented Crawlspace, No Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Unvented Crawlspace, Vented Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Unvented Crawlspace, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Vented Crawlspace, Finished Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Vented Crawlspace, Finished Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Vented Crawlspace, Finished Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Vented Crawlspace, Finished Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Vented Crawlspace, No Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Vented Crawlspace, No Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Vented Crawlspace, Unvented Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Vented Crawlspace, Unvented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	10	0
6A	Single-Family Detached, Vented Crawlspace, Vented Attic, 3 Car Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	0	0	18	0
6A	Mobile Home, Ambient, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	5	19550.1	106	286544
6A	Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	4	1785.14	11	5374.12
6A	Multi-Family with 2 - 4 Units Middle Unit, Slab, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	4	1790.5	11	5390.26
6A	Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	4	1785.14	11	5374.12
6A	Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage	2010s	Yes	0	0	0	0	0	0.441306	0	0.558694	4	1785.14	11	5374.12
6A	Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	4	1790.5	11	5390.26
6A	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	4	1785.14	11	5374.12
6A	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	2010s	Yes	0	0	0.0423789	0	0	0.957621	0	0	4	1785.14	11	5374.12
6A	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	4	1790.5	11	5390.26
6A	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	4	1785.14	11	5374.12
6A	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	4	1785.14	11	5374.12
6A	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	4	1790.5	11	5390.26
6A	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	4	1785.14	11	5374.12
6A	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	7	3588.98	11	5374.12
6A	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	7	3599.76	11	5390.26
6A	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	7	3588.98	11	5374.12
6A	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	2010s	Yes	0	0	0	0	0	0.441306	0	0.558694	7	3588.98	11	5374.12
6A	Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	7	3599.76	11	5390.26
6A	Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	7	3588.98	11	5374.12
6A	Multi-Family with 5+ Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	2010s	Yes	0	0	0.0423789	0	0	0.957621	0	0	7	3588.98	11	5374.12
6A	Multi-Family with 5+ Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	7	3599.76	11	5390.26
6A	Multi-Family with 5+ Units Top Unit, Unvented Crawlspace, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	7	3588.98	11	5374.12
6A	Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	7	3588.98	11	5374.12
6A	Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	7	3599.76	11	5390.26
6A	Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage	2010s	Yes	0	0	0	0	0	1	0	0	7	3588.98	11	5374.12
6A	Single-Family Attached, Heated Basement, Finished Attic, No Garage	2010s	Yes	0	0	0	0	0.49292	0.50708	0	0	0	0	23	45555.8
6A	Single-Family Attached, Heated Basement, No Attic, No Garage	2010s	Yes	0	0	0	0	0.591015	0.408985	0	0	0	0	12	25197.4
