Dependency=Census Division RECS	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Foundation Type	Dependency=Geometry Stories Low Rise	Dependency=Vintage ACS	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	source_count	source_weight	fallback_count	fallback_weight
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Slab	2	1980-99	0	0	0	1	26	17987	26	17987
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Slab	2	1980-99	0	0	0	1	6	4604.01	24	18416.1
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Slab	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Slab	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Slab	3	1980-99	0	0	0	1	26	17987	26	17987
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Slab	3	1980-99	0	0	0	1	6	4604.01	24	18416.1
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Slab	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Slab	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Slab	4+	1980-99	0	0	0	1	26	17987	26	17987
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Slab	4+	1980-99	0	0	0	1	6	4604.01	24	18416.1
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Slab	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Slab	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Slab	1	1980-99	0	0	0	1	61	37091.3	61	37091.3
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Slab	1	1980-99	0	0	0	1	4	2044.98	16	8179.93
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Slab	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Slab	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Slab	2	1980-99	0	0	0	1	61	37091.3	61	37091.3
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Slab	2	1980-99	0	0	0	1	4	2044.98	16	8179.93
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Slab	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Slab	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Slab	3	1980-99	0	0	0	1	61	37091.3	61	37091.3
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Slab	3	1980-99	0	0	0	1	4	2044.98	16	8179.93
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Slab	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Slab	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Slab	4+	1980-99	0	0	0	1	61	37091.3	61	37091.3
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Slab	4+	1980-99	0	0	0	1	4	2044.98	16	8179.93
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Slab	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Slab	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Slab	1	1980-99	0	0	0	1	4	18786.9	22	104779
Middle Atlantic	Single-Family Attached	1500-2499	Slab	1	1980-99	0	0	0	1	1	4157.36	48	209507
Middle Atlantic	Single-Family Attached	2500-3999	Slab	1	1980-99	0	0	0	1	0	0	5	18151.9
Middle Atlantic	Single-Family Attached	4000+	Slab	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Slab	2	1980-99	0	0	0	1	8	37190.1	14	66198.9
Middle Atlantic	Single-Family Attached	1500-2499	Slab	2	1980-99	0	0	0	1	7	23894.4	34	144242
Middle Atlantic	Single-Family Attached	2500-3999	Slab	2	1980-99	0	0	0	1	1	2809.35	5	18151.9
Middle Atlantic	Single-Family Attached	4000+	Slab	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Slab	3	1980-99	0	0	0	1	0	0	22	104779
Middle Atlantic	Single-Family Attached	1500-2499	Slab	3	1980-99	0	0	0	1	4	19282.2	12	53880.1
Middle Atlantic	Single-Family Attached	2500-3999	Slab	3	1980-99	0	0	0	1	0	0	5	18151.9
Middle Atlantic	Single-Family Attached	4000+	Slab	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Slab	4+	1980-99	0	0	0	1	0	0	22	104779
Middle Atlantic	Single-Family Attached	1500-2499	Slab	4+	1980-99	0	0	0	1	0	0	48	209507
Middle Atlantic	Single-Family Attached	2500-3999	Slab	4+	1980-99	0	0	0	1	0	0	5	18151.9
Middle Atlantic	Single-Family Attached	4000+	Slab	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Detached	0-1499	Slab	1	1980-99	0.377202	0	0	0.622798	3	14166.4	12	67122.4
Middle Atlantic	Single-Family Detached	1500-2499	Slab	1	1980-99	0.269587	0.146614	0	0.583799	6	30683.6	20	124907
Middle Atlantic	Single-Family Detached	2500-3999	Slab	1	1980-99	0.236022	0.656541	0	0.107438	4	15331.8	31	160446
Middle Atlantic	Single-Family Detached	4000+	Slab	1	1980-99	0	0.789872	0.210128	0	1	4163.11	35	135647
Middle Atlantic	Single-Family Detached	0-1499	Slab	2	1980-99	0.23313	0	0	0.76687	6	40441.2	12	77043.8
Middle Atlantic	Single-Family Detached	1500-2499	Slab	2	1980-99	0.132483	0.57428	0	0.293237	15	70315.1	15	70315.1
Middle Atlantic	Single-Family Detached	2500-3999	Slab	2	1980-99	0.0508986	0.791358	0.0917026	0.0660405	20	67685.5	20	67685.5
Middle Atlantic	Single-Family Detached	4000+	Slab	2	1980-99	0	0.804574	0.195426	0	2	4659.34	31	117262
Middle Atlantic	Single-Family Detached	0-1499	Slab	3	1980-99	0	0	0	1	0	0	24	144166
Middle Atlantic	Single-Family Detached	1500-2499	Slab	3	1980-99	0.21793	0.385512	0	0.396558	0	0	70	358904
Middle Atlantic	Single-Family Detached	2500-3999	Slab	3	1980-99	0.0921549	0.740367	0.0583137	0.109164	0	0	127	563446
Middle Atlantic	Single-Family Detached	4000+	Slab	3	1980-99	0	0.789872	0.210128	0	0	0	35	135647
Middle Atlantic	Single-Family Detached	0-1499	Slab	4+	1980-99	0	0	0	1	0	0	24	144166
Middle Atlantic	Single-Family Detached	1500-2499	Slab	4+	1980-99	0.21793	0.385512	0	0.396558	0	0	70	358904
Middle Atlantic	Single-Family Detached	2500-3999	Slab	4+	1980-99	0.0921549	0.740367	0.0583137	0.109164	0	0	127	563446
Middle Atlantic	Single-Family Detached	4000+	Slab	4+	1980-99	0	0.789872	0.210128	0	0	0	35	135647
Middle Atlantic	Mobile Home	0-1499	Unheated Basement	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unheated Basement	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unheated Basement	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	4000+	Unheated Basement	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	0-1499	Unheated Basement	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unheated Basement	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unheated Basement	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	4000+	Unheated Basement	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	0-1499	Unheated Basement	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unheated Basement	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unheated Basement	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	4000+	Unheated Basement	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	0-1499	Unheated Basement	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unheated Basement	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unheated Basement	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	4000+	Unheated Basement	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	1	1980-99	0	0	0	1	26	17987	26	17987
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	1	1980-99	0	0	0	1	6	4604.01	24	18416.1
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	2	1980-99	0	0	0	1	26	17987	26	17987
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	2	1980-99	0	0	0	1	6	4604.01	24	18416.1
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	3	1980-99	0	0	0	1	26	17987	26	17987
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	3	1980-99	0	0	0	1	6	4604.01	24	18416.1
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	4+	1980-99	0	0	0	1	26	17987	26	17987
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	4+	1980-99	0	0	0	1	6	4604.01	24	18416.1
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unheated Basement	1	1980-99	0	0	0	1	61	37091.3	61	37091.3
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unheated Basement	1	1980-99	0	0	0	1	4	2044.98	16	8179.93
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unheated Basement	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unheated Basement	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unheated Basement	2	1980-99	0	0	0	1	61	37091.3	61	37091.3
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unheated Basement	2	1980-99	0	0	0	1	4	2044.98	16	8179.93
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unheated Basement	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unheated Basement	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unheated Basement	3	1980-99	0	0	0	1	61	37091.3	61	37091.3
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unheated Basement	3	1980-99	0	0	0	1	4	2044.98	16	8179.93
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unheated Basement	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unheated Basement	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unheated Basement	4+	1980-99	0	0	0	1	61	37091.3	61	37091.3
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unheated Basement	4+	1980-99	0	0	0	1	4	2044.98	16	8179.93
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unheated Basement	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unheated Basement	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Unheated Basement	1	1980-99	0	0	0	1	0	0	22	104779
Middle Atlantic	Single-Family Attached	1500-2499	Unheated Basement	1	1980-99	0	0	0	1	0	0	48	209507
Middle Atlantic	Single-Family Attached	2500-3999	Unheated Basement	1	1980-99	0	0	0	1	0	0	5	18151.9
Middle Atlantic	Single-Family Attached	4000+	Unheated Basement	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Unheated Basement	2	1980-99	0	0	0	1	2	10107.6	14	66198.9
Middle Atlantic	Single-Family Attached	1500-2499	Unheated Basement	2	1980-99	0	0	0	1	8	41214.2	34	144242
Middle Atlantic	Single-Family Attached	2500-3999	Unheated Basement	2	1980-99	0	0	0	1	0	0	5	18151.9
Middle Atlantic	Single-Family Attached	4000+	Unheated Basement	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Unheated Basement	3	1980-99	0	0	0	1	1	6045.32	22	104779
Middle Atlantic	Single-Family Attached	1500-2499	Unheated Basement	3	1980-99	0	0	0	1	4	19423.7	12	53880.1
Middle Atlantic	Single-Family Attached	2500-3999	Unheated Basement	3	1980-99	0	0	0	1	0	0	5	18151.9
Middle Atlantic	Single-Family Attached	4000+	Unheated Basement	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Unheated Basement	4+	1980-99	0	0	0	1	0	0	22	104779
Middle Atlantic	Single-Family Attached	1500-2499	Unheated Basement	4+	1980-99	0	0	0	1	0	0	48	209507
Middle Atlantic	Single-Family Attached	2500-3999	Unheated Basement	4+	1980-99	0	0	0	1	0	0	5	18151.9
Middle Atlantic	Single-Family Attached	4000+	Unheated Basement	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Detached	0-1499	Unheated Basement	1	1980-99	0.377202	0	0	0.622798	1	3511.47	12	67122.4
Middle Atlantic	Single-Family Detached	1500-2499	Unheated Basement	1	1980-99	0.269587	0.146614	0	0.583799	4	26517.3	20	124907
Middle Atlantic	Single-Family Detached	2500-3999	Unheated Basement	1	1980-99	0.236022	0.656541	0	0.107438	6	28995.6	31	160446
Middle Atlantic	Single-Family Detached	4000+	Unheated Basement	1	1980-99	0	0.789872	0.210128	0	1	4163.11	35	135647
Middle Atlantic	Single-Family Detached	0-1499	Unheated Basement	2	1980-99	0.23313	0	0	0.76687	2	12183.8	12	77043.8
Middle Atlantic	Single-Family Detached	1500-2499	Unheated Basement	2	1980-99	0.193164	0.500048	0	0.306788	7	29109.6	50	233997
Middle Atlantic	Single-Family Detached	2500-3999	Unheated Basement	2	1980-99	0.0760014	0.842631	0	0.0813674	21	94278.4	21	94278.4
Middle Atlantic	Single-Family Detached	4000+	Unheated Basement	2	1980-99	0	0.804574	0.195426	0	9	32640.3	31	117262
Middle Atlantic	Single-Family Detached	0-1499	Unheated Basement	3	1980-99	0	0	0	1	0	0	24	144166
Middle Atlantic	Single-Family Detached	1500-2499	Unheated Basement	3	1980-99	0.21793	0.385512	0	0.396558	0	0	70	358904
Middle Atlantic	Single-Family Detached	2500-3999	Unheated Basement	3	1980-99	0.0921549	0.740367	0.0583137	0.109164	1	5516.91	127	563446
Middle Atlantic	Single-Family Detached	4000+	Unheated Basement	3	1980-99	0	0.789872	0.210128	0	0	0	35	135647
Middle Atlantic	Single-Family Detached	0-1499	Unheated Basement	4+	1980-99	0	0	0	1	0	0	24	144166
Middle Atlantic	Single-Family Detached	1500-2499	Unheated Basement	4+	1980-99	0.21793	0.385512	0	0.396558	0	0	70	358904
Middle Atlantic	Single-Family Detached	2500-3999	Unheated Basement	4+	1980-99	0.0921549	0.740367	0.0583137	0.109164	0	0	127	563446
Middle Atlantic	Single-Family Detached	4000+	Unheated Basement	4+	1980-99	0	0.789872	0.210128	0	0	0	35	135647
Middle Atlantic	Mobile Home	0-1499	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	4000+	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	0-1499	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	4000+	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	0-1499	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	4000+	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	0-1499	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	4000+	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	1	1980-99	0	0	0	1	26	17987	26	17987
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	1	1980-99	0	0	0	1	6	4604.01	24	18416.1
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	2	1980-99	0	0	0	1	26	17987	26	17987
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	2	1980-99	0	0	0	1	6	4604.01	24	18416.1
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	3	1980-99	0	0	0	1	26	17987	26	17987
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	3	1980-99	0	0	0	1	6	4604.01	24	18416.1
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	4+	1980-99	0	0	0	1	26	17987	26	17987
Middle Atlantic	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	4+	1980-99	0	0	0	1	6	4604.01	24	18416.1
Middle Atlantic	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	1	1980-99	0	0	0	1	61	37091.3	61	37091.3
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	1	1980-99	0	0	0	1	4	2044.98	16	8179.93
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	2	1980-99	0	0	0	1	61	37091.3	61	37091.3
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	2	1980-99	0	0	0	1	4	2044.98	16	8179.93
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	3	1980-99	0	0	0	1	61	37091.3	61	37091.3
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	3	1980-99	0	0	0	1	4	2044.98	16	8179.93
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	4+	1980-99	0	0	0	1	61	37091.3	61	37091.3
Middle Atlantic	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	4+	1980-99	0	0	0	1	4	2044.98	16	8179.93
Middle Atlantic	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	22	104779
Middle Atlantic	Single-Family Attached	1500-2499	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	48	209507
Middle Atlantic	Single-Family Attached	2500-3999	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	5	18151.9
Middle Atlantic	Single-Family Attached	4000+	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	14	66198.9
Middle Atlantic	Single-Family Attached	1500-2499	Unvented Crawlspace	2	1980-99	0	0	0	1	2	4997.04	34	144242
Middle Atlantic	Single-Family Attached	2500-3999	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	5	18151.9
Middle Atlantic	Single-Family Attached	4000+	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	22	104779
Middle Atlantic	Single-Family Attached	1500-2499	Unvented Crawlspace	3	1980-99	0	0	0	1	1	2771.1	12	53880.1
Middle Atlantic	Single-Family Attached	2500-3999	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	5	18151.9
Middle Atlantic	Single-Family Attached	4000+	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Attached	0-1499	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	22	104779
Middle Atlantic	Single-Family Attached	1500-2499	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	48	209507
Middle Atlantic	Single-Family Attached	2500-3999	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	5	18151.9
Middle Atlantic	Single-Family Attached	4000+	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Single-Family Detached	0-1499	Unvented Crawlspace	1	1980-99	0.377202	0	0	0.622798	0	0	12	67122.4
Middle Atlantic	Single-Family Detached	1500-2499	Unvented Crawlspace	1	1980-99	0.269587	0.146614	0	0.583799	0	0	20	124907
Middle Atlantic	Single-Family Detached	2500-3999	Unvented Crawlspace	1	1980-99	0.236022	0.656541	0	0.107438	1	2437.51	31	160446
Middle Atlantic	Single-Family Detached	4000+	Unvented Crawlspace	1	1980-99	0	0.789872	0.210128	0	0	0	35	135647
Middle Atlantic	Single-Family Detached	0-1499	Unvented Crawlspace	2	1980-99	0.23313	0	0	0.76687	0	0	12	77043.8
Middle Atlantic	Single-Family Detached	1500-2499	Unvented Crawlspace	2	1980-99	0.193164	0.500048	0	0.306788	2	4126.18	50	233997
Middle Atlantic	Single-Family Detached	2500-3999	Unvented Crawlspace	2	1980-99	0.0358589	0.781447	0.0838251	0.0988689	6	15387.5	94	391967
Middle Atlantic	Single-Family Detached	4000+	Unvented Crawlspace	2	1980-99	0	0.804574	0.195426	0	2	4068.84	31	117262
Middle Atlantic	Single-Family Detached	0-1499	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	24	144166
Middle Atlantic	Single-Family Detached	1500-2499	Unvented Crawlspace	3	1980-99	0.21793	0.385512	0	0.396558	0	0	70	358904
Middle Atlantic	Single-Family Detached	2500-3999	Unvented Crawlspace	3	1980-99	0.0921549	0.740367	0.0583137	0.109164	0	0	127	563446
Middle Atlantic	Single-Family Detached	4000+	Unvented Crawlspace	3	1980-99	0	0.789872	0.210128	0	0	0	35	135647
Middle Atlantic	Single-Family Detached	0-1499	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	24	144166
Middle Atlantic	Single-Family Detached	1500-2499	Unvented Crawlspace	4+	1980-99	0.21793	0.385512	0	0.396558	0	0	70	358904
Middle Atlantic	Single-Family Detached	2500-3999	Unvented Crawlspace	4+	1980-99	0.0921549	0.740367	0.0583137	0.109164	0	0	127	563446
Middle Atlantic	Single-Family Detached	4000+	Unvented Crawlspace	4+	1980-99	0	0.789872	0.210128	0	0	0	35	135647
Middle Atlantic	Mobile Home	0-1499	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	4000+	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	0-1499	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	1500-2499	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	2500-3999	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	4000+	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
Middle Atlantic	Mobile Home	0-1499	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
