Dependency=Census Division RECS	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Foundation Type	Dependency=Geometry Stories Low Rise	Dependency=Vintage ACS	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	source_count	source_weight	fallback_count	fallback_weight
West South Central	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	1	1980-99	0	0	0	1	57	49407.6	57	49407.6
West South Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	1	1980-99	0	0	0	1	1	895.914	64	188490
West South Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	4	19182.4
West South Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	2	1980-99	0	0	0	1	57	49407.6	57	49407.6
West South Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	2	1980-99	0	0	0	1	1	895.914	64	188490
West South Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	4	19182.4
West South Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	3	1980-99	0	0	0	1	57	49407.6	57	49407.6
West South Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	3	1980-99	0	0	0	1	1	895.914	64	188490
West South Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	4	19182.4
West South Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	4+	1980-99	0	0	0	1	57	49407.6	57	49407.6
West South Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	4+	1980-99	0	0	0	1	1	895.914	64	188490
West South Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	4	19182.4
West South Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
West South Central	Single-Family Attached	0-1499	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	14	50441.7
West South Central	Single-Family Attached	1500-2499	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	68	237513
West South Central	Single-Family Attached	2500-3999	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	13	41797.8
West South Central	Single-Family Attached	4000+	Unvented Crawlspace	1	1980-99	0	0	0	1	0	0	1	5250.83
West South Central	Single-Family Attached	0-1499	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	14	50441.7
West South Central	Single-Family Attached	1500-2499	Unvented Crawlspace	2	1980-99	0	0	0	1	1	627.97	68	237513
West South Central	Single-Family Attached	2500-3999	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	13	41797.8
West South Central	Single-Family Attached	4000+	Unvented Crawlspace	2	1980-99	0	0	0	1	0	0	1	5250.83
West South Central	Single-Family Attached	0-1499	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	14	50441.7
West South Central	Single-Family Attached	1500-2499	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	68	237513
West South Central	Single-Family Attached	2500-3999	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	13	41797.8
West South Central	Single-Family Attached	4000+	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	1	5250.83
West South Central	Single-Family Attached	0-1499	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	14	50441.7
West South Central	Single-Family Attached	1500-2499	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	68	237513
West South Central	Single-Family Attached	2500-3999	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	13	41797.8
West South Central	Single-Family Attached	4000+	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	1	5250.83
West South Central	Single-Family Detached	0-1499	Unvented Crawlspace	1	1980-99	0.419745	0	0	0.580255	0	0	77	595640
West South Central	Single-Family Detached	1500-2499	Unvented Crawlspace	1	1980-99	0.0235118	0.713892	0	0.262596	0	0	115	763021
West South Central	Single-Family Detached	2500-3999	Unvented Crawlspace	1	1980-99	0.0756499	0.81876	0.0443336	0.0612568	0	0	38	250281
West South Central	Single-Family Detached	4000+	Unvented Crawlspace	1	1980-99	0	0.4619	0.285212	0.252888	2	3381.43	17	81114.7
West South Central	Single-Family Detached	0-1499	Unvented Crawlspace	2	1980-99	0.660322	0	0	0.339678	0	0	10	81084.8
West South Central	Single-Family Detached	1500-2499	Unvented Crawlspace	2	1980-99	0.115348	0.696964	0	0.187688	0	0	30	223670
West South Central	Single-Family Detached	2500-3999	Unvented Crawlspace	2	1980-99	0.015064	0.601224	0.182441	0.201271	0	0	47	336472
West South Central	Single-Family Detached	4000+	Unvented Crawlspace	2	1980-99	0	0.274469	0.622581	0.10295	0	0	14	89742.3
West South Central	Single-Family Detached	0-1499	Unvented Crawlspace	3	1980-99	0	0	0	1	0	0	87	676725
West South Central	Single-Family Detached	1500-2499	Unvented Crawlspace	3	1980-99	0.0441726	0.710084	0	0.245744	0	0	145	986691
West South Central	Single-Family Detached	2500-3999	Unvented Crawlspace	3	1980-99	0.0409071	0.694015	0.123531	0.141547	0	0	85	586752
West South Central	Single-Family Detached	4000+	Unvented Crawlspace	3	1980-99	0	0.363452	0.462414	0.174133	0	0	31	170857
West South Central	Single-Family Detached	0-1499	Unvented Crawlspace	4+	1980-99	0	0	0	1	0	0	87	676725
West South Central	Single-Family Detached	1500-2499	Unvented Crawlspace	4+	1980-99	0.0441726	0.710084	0	0.245744	0	0	145	986691
West South Central	Single-Family Detached	2500-3999	Unvented Crawlspace	4+	1980-99	0.0409071	0.694015	0.123531	0.141547	0	0	85	586752
West South Central	Single-Family Detached	4000+	Unvented Crawlspace	4+	1980-99	0	0.363452	0.462414	0.174133	0	0	31	170857
West South Central	Mobile Home	0-1499	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	1500-2499	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	2500-3999	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	4000+	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	0-1499	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	1500-2499	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	2500-3999	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	4000+	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	0-1499	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	1500-2499	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	2500-3999	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	4000+	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	0-1499	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	1500-2499	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	2500-3999	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
West South Central	Mobile Home	4000+	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	1980-99	0	0	0	1	37	22959	37	22959
West South Central	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	1980-99	0	0	0	1	1	776.799	12	32212.1
West South Central	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	4	15671.3
West South Central	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	1980-99	0	0	0	1	37	22959	37	22959
West South Central	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	1980-99	0	0	0	1	1	776.799	12	32212.1
West South Central	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	4	15671.3
West South Central	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	1980-99	0	0	0	1	37	22959	37	22959
West South Central	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	1980-99	0	0	0	1	1	776.799	12	32212.1
West South Central	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	4	15671.3
West South Central	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	1980-99	0	0	0	1	37	22959	37	22959
West South Central	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	1980-99	0	0	0	1	1	776.799	12	32212.1
West South Central	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	4	15671.3
West South Central	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	1	1980-99	0	0	0	1	57	49407.6	57	49407.6
West South Central	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	1	1980-99	0	0	0	1	1	895.914	64	188490
West South Central	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	4	19182.4
West South Central	Multi-Family with 5+ Units	4000+	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	2	1980-99	0	0	0	1	57	49407.6	57	49407.6
West South Central	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	2	1980-99	0	0	0	1	1	895.914	64	188490
West South Central	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	4	19182.4
West South Central	Multi-Family with 5+ Units	4000+	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	3	1980-99	0	0	0	1	57	49407.6	57	49407.6
West South Central	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	3	1980-99	0	0	0	1	1	895.914	64	188490
West South Central	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	4	19182.4
West South Central	Multi-Family with 5+ Units	4000+	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	4+	1980-99	0	0	0	1	57	49407.6	57	49407.6
West South Central	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	4+	1980-99	0	0	0	1	1	895.914	64	188490
West South Central	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	4	19182.4
West South Central	Multi-Family with 5+ Units	4000+	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	0	0
West South Central	Single-Family Attached	0-1499	Vented Crawlspace	1	1980-99	0	0	0	1	4	11933.5	14	50441.7
West South Central	Single-Family Attached	1500-2499	Vented Crawlspace	1	1980-99	0	0	0	1	1	2867	68	237513
West South Central	Single-Family Attached	2500-3999	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	13	41797.8
West South Central	Single-Family Attached	4000+	Vented Crawlspace	1	1980-99	0	0	0	1	0	0	1	5250.83
West South Central	Single-Family Attached	0-1499	Vented Crawlspace	2	1980-99	0	0	0	1	1	5557.12	14	50441.7
West South Central	Single-Family Attached	1500-2499	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	68	237513
West South Central	Single-Family Attached	2500-3999	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	13	41797.8
West South Central	Single-Family Attached	4000+	Vented Crawlspace	2	1980-99	0	0	0	1	0	0	1	5250.83
West South Central	Single-Family Attached	0-1499	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	14	50441.7
West South Central	Single-Family Attached	1500-2499	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	68	237513
West South Central	Single-Family Attached	2500-3999	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	13	41797.8
West South Central	Single-Family Attached	4000+	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	1	5250.83
West South Central	Single-Family Attached	0-1499	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	14	50441.7
West South Central	Single-Family Attached	1500-2499	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	68	237513
West South Central	Single-Family Attached	2500-3999	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	13	41797.8
West South Central	Single-Family Attached	4000+	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	1	5250.83
West South Central	Single-Family Detached	0-1499	Vented Crawlspace	1	1980-99	0.278352	0	0	0.721648	11	71028.5	11	71028.5
West South Central	Single-Family Detached	1500-2499	Vented Crawlspace	1	1980-99	0	0.265906	0	0.734094	11	56337.1	11	56337.1
West South Central	Single-Family Detached	2500-3999	Vented Crawlspace	1	1980-99	0.0756499	0.81876	0.0443336	0.0612568	4	15426.7	38	250281
West South Central	Single-Family Detached	4000+	Vented Crawlspace	1	1980-99	0	0.4619	0.285212	0.252888	1	2811.11	17	81114.7
West South Central	Single-Family Detached	0-1499	Vented Crawlspace	2	1980-99	0.660322	0	0	0.339678	0	0	10	81084.8
West South Central	Single-Family Detached	1500-2499	Vented Crawlspace	2	1980-99	0.115348	0.696964	0	0.187688	4	18075.5	30	223670
West South Central	Single-Family Detached	2500-3999	Vented Crawlspace	2	1980-99	0.015064	0.601224	0.182441	0.201271	3	11763	47	336472
West South Central	Single-Family Detached	4000+	Vented Crawlspace	2	1980-99	0	0.274469	0.622581	0.10295	2	5447.98	14	89742.3
West South Central	Single-Family Detached	0-1499	Vented Crawlspace	3	1980-99	0	0	0	1	0	0	87	676725
West South Central	Single-Family Detached	1500-2499	Vented Crawlspace	3	1980-99	0.0441726	0.710084	0	0.245744	0	0	145	986691
West South Central	Single-Family Detached	2500-3999	Vented Crawlspace	3	1980-99	0.0409071	0.694015	0.123531	0.141547	0	0	85	586752
West South Central	Single-Family Detached	4000+	Vented Crawlspace	3	1980-99	0	0.363452	0.462414	0.174133	0	0	31	170857
West South Central	Single-Family Detached	0-1499	Vented Crawlspace	4+	1980-99	0	0	0	1	0	0	87	676725
West South Central	Single-Family Detached	1500-2499	Vented Crawlspace	4+	1980-99	0.0441726	0.710084	0	0.245744	0	0	145	986691
West South Central	Single-Family Detached	2500-3999	Vented Crawlspace	4+	1980-99	0.0409071	0.694015	0.123531	0.141547	0	0	85	586752
West South Central	Single-Family Detached	4000+	Vented Crawlspace	4+	1980-99	0	0.363452	0.462414	0.174133	0	0	31	170857
West South Central	Mobile Home	0-1499	Ambient	1	2000-09	0	0	0	1	15	28556.1	15	28556.1
West South Central	Mobile Home	1500-2499	Ambient	1	2000-09	0	0	0	1	11	20417	11	20417
West South Central	Mobile Home	2500-3999	Ambient	1	2000-09	0	0	0	1	1	1572.91	7	49519.4
West South Central	Mobile Home	4000+	Ambient	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	0-1499	Ambient	2	2000-09	0	0	0	1	15	28556.1	15	28556.1
West South Central	Mobile Home	1500-2499	Ambient	2	2000-09	0	0	0	1	11	20417	11	20417
West South Central	Mobile Home	2500-3999	Ambient	2	2000-09	0	0	0	1	1	1572.91	7	49519.4
West South Central	Mobile Home	4000+	Ambient	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	0-1499	Ambient	3	2000-09	0	0	0	1	15	28556.1	15	28556.1
West South Central	Mobile Home	1500-2499	Ambient	3	2000-09	0	0	0	1	11	20417	11	20417
West South Central	Mobile Home	2500-3999	Ambient	3	2000-09	0	0	0	1	1	1572.91	7	49519.4
West South Central	Mobile Home	4000+	Ambient	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	0-1499	Ambient	4+	2000-09	0	0	0	1	15	28556.1	15	28556.1
West South Central	Mobile Home	1500-2499	Ambient	4+	2000-09	0	0	0	1	11	20417	11	20417
West South Central	Mobile Home	2500-3999	Ambient	4+	2000-09	0	0	0	1	1	1572.91	7	49519.4
West South Central	Mobile Home	4000+	Ambient	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	0-1499	Ambient	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	1500-2499	Ambient	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	2500-3999	Ambient	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	4000+	Ambient	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	0-1499	Ambient	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	1500-2499	Ambient	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	2500-3999	Ambient	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	4000+	Ambient	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	0-1499	Ambient	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	1500-2499	Ambient	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	2500-3999	Ambient	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	4000+	Ambient	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	0-1499	Ambient	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	1500-2499	Ambient	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	2500-3999	Ambient	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	4000+	Ambient	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	0-1499	Ambient	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	1500-2499	Ambient	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	2500-3999	Ambient	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	4000+	Ambient	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	0-1499	Ambient	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	1500-2499	Ambient	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	2500-3999	Ambient	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	4000+	Ambient	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	0-1499	Ambient	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	1500-2499	Ambient	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	2500-3999	Ambient	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	4000+	Ambient	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	0-1499	Ambient	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	1500-2499	Ambient	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	2500-3999	Ambient	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	4000+	Ambient	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Single-Family Attached	0-1499	Ambient	1	2000-09	0	0	0	1	0	0	9	36663
West South Central	Single-Family Attached	1500-2499	Ambient	1	2000-09	0	0	0	1	1	3494	12	40955.8
West South Central	Single-Family Attached	2500-3999	Ambient	1	2000-09	0	0	0	1	0	0	2	1594.29
West South Central	Single-Family Attached	4000+	Ambient	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Single-Family Attached	0-1499	Ambient	2	2000-09	0	0	0	1	0	0	9	36663
West South Central	Single-Family Attached	1500-2499	Ambient	2	2000-09	0	0	0	1	0	0	12	40955.8
West South Central	Single-Family Attached	2500-3999	Ambient	2	2000-09	0	0	0	1	0	0	2	1594.29
West South Central	Single-Family Attached	4000+	Ambient	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Single-Family Attached	0-1499	Ambient	3	2000-09	0	0	0	1	0	0	9	36663
West South Central	Single-Family Attached	1500-2499	Ambient	3	2000-09	0	0	0	1	0	0	12	40955.8
West South Central	Single-Family Attached	2500-3999	Ambient	3	2000-09	0	0	0	1	0	0	2	1594.29
West South Central	Single-Family Attached	4000+	Ambient	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Single-Family Attached	0-1499	Ambient	4+	2000-09	0	0	0	1	0	0	9	36663
West South Central	Single-Family Attached	1500-2499	Ambient	4+	2000-09	0	0	0	1	0	0	12	40955.8
West South Central	Single-Family Attached	2500-3999	Ambient	4+	2000-09	0	0	0	1	0	0	2	1594.29
West South Central	Single-Family Attached	4000+	Ambient	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Single-Family Detached	0-1499	Ambient	1	2000-09	0	0	0	1	1	2813.82	18	98320.5
West South Central	Single-Family Detached	1500-2499	Ambient	1	2000-09	0	0	0	1	6	28595.2	13	78185.7
West South Central	Single-Family Detached	2500-3999	Ambient	1	2000-09	0	0	0	1	0	0	13	64525.4
West South Central	Single-Family Detached	4000+	Ambient	1	2000-09	0	0	0	1	1	3031.59	6	16741.5
West South Central	Single-Family Detached	0-1499	Ambient	2	2000-09	0	0	0	1	1	7593.3	18	98320.5
West South Central	Single-Family Detached	1500-2499	Ambient	2	2000-09	0	0	0	1	2	12216.3	13	78185.7
West South Central	Single-Family Detached	2500-3999	Ambient	2	2000-09	0	0	0	1	3	16180	13	64525.4
West South Central	Single-Family Detached	4000+	Ambient	2	2000-09	0	0	0	1	0	0	6	16741.5
West South Central	Single-Family Detached	0-1499	Ambient	3	2000-09	0	0	0	1	0	0	18	98320.5
West South Central	Single-Family Detached	1500-2499	Ambient	3	2000-09	0	0	0	1	0	0	13	78185.7
West South Central	Single-Family Detached	2500-3999	Ambient	3	2000-09	0	0	0	1	0	0	13	64525.4
West South Central	Single-Family Detached	4000+	Ambient	3	2000-09	0	0	0	1	0	0	6	16741.5
West South Central	Single-Family Detached	0-1499	Ambient	4+	2000-09	0	0	0	1	0	0	18	98320.5
West South Central	Single-Family Detached	1500-2499	Ambient	4+	2000-09	0	0	0	1	0	0	13	78185.7
West South Central	Single-Family Detached	2500-3999	Ambient	4+	2000-09	0	0	0	1	0	0	13	64525.4
West South Central	Single-Family Detached	4000+	Ambient	4+	2000-09	0	0	0	1	0	0	6	16741.5
West South Central	Mobile Home	0-1499	Heated Basement	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	1500-2499	Heated Basement	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	2500-3999	Heated Basement	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	4000+	Heated Basement	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	0-1499	Heated Basement	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	1500-2499	Heated Basement	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	2500-3999	Heated Basement	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	4000+	Heated Basement	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	0-1499	Heated Basement	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	1500-2499	Heated Basement	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	2500-3999	Heated Basement	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	4000+	Heated Basement	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	0-1499	Heated Basement	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	1500-2499	Heated Basement	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	2500-3999	Heated Basement	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Mobile Home	4000+	Heated Basement	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	1	2000-09	0	0	0	1	0	0	52	28421.8
West South Central	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	1	2000-09	0	0	0	1	0	0	40	72322.3
West South Central	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	1	2000-09	0	0	0	1	0	0	4	4839.53
West South Central	Multi-Family with 2 - 4 Units	4000+	Heated Basement	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	2	2000-09	0	0	0	1	0	0	52	28421.8
West South Central	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	2	2000-09	0	0	0	1	0	0	40	72322.3
West South Central	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	2	2000-09	0	0	0	1	0	0	4	4839.53
West South Central	Multi-Family with 2 - 4 Units	4000+	Heated Basement	2	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	3	2000-09	0	0	0	1	0	0	52	28421.8
West South Central	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	3	2000-09	0	0	0	1	0	0	40	72322.3
West South Central	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	3	2000-09	0	0	0	1	0	0	4	4839.53
West South Central	Multi-Family with 2 - 4 Units	4000+	Heated Basement	3	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	4+	2000-09	0	0	0	1	0	0	52	28421.8
West South Central	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	4+	2000-09	0	0	0	1	0	0	40	72322.3
West South Central	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	4+	2000-09	0	0	0	1	0	0	4	4839.53
West South Central	Multi-Family with 2 - 4 Units	4000+	Heated Basement	4+	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	0-1499	Heated Basement	1	2000-09	0	0	0	1	0	0	124	95179
West South Central	Multi-Family with 5+ Units	1500-2499	Heated Basement	1	2000-09	0	0	0	1	0	0	20	66520.8
West South Central	Multi-Family with 5+ Units	2500-3999	Heated Basement	1	2000-09	0	0	0	1	0	0	4	16159.7
West South Central	Multi-Family with 5+ Units	4000+	Heated Basement	1	2000-09	0	0	0	1	0	0	0	0
West South Central	Multi-Family with 5+ Units	0-1499	Heated Basement	2	2000-09	0	0	0	1	0	0	124	95179
West South Central	Multi-Family with 5+ Units	1500-2499	Heated Basement	2	2000-09	0	0	0	1	0	0	20	66520.8
