bldg_id,sample_weight
949,1079.3962864721484
1076,1079.3962864721484
1118,1079.3962864721484
1123,1079.3962864721484
1228,1079.3962864721484
1252,1079.3962864721484
1606,1079.3962864721484
2196,1079.3962864721484
2202,1079.3962864721484
2383,1079.3962864721484
3060,1079.3962864721484
3155,1079.3962864721484
3189,1079.3962864721484
3364,1079.3962864721484
4152,1079.3962864721484
4446,1079.3962864721484
5347,1079.3962864721484
5365,1079.3962864721484
5625,1079.3962864721484
6013,1079.3962864721484
6586,1079.3962864721484
6610,1079.3962864721484
6851,1079.3962864721484
7977,1079.3962864721484
8048,1079.3962864721484
8111,1079.3962864721484
8149,1079.3962864721484
8508,1079.3962864721484
9039,1079.3962864721484
9171,1079.3962864721484
9386,1079.3962864721484
9580,1079.3962864721484
9921,1079.3962864721484
10202,1079.3962864721484
10343,1079.3962864721484
10345,1079.3962864721484
10475,1079.3962864721484
12244,1079.3962864721484
12464,1079.3962864721484
13006,1079.3962864721484
13505,1079.3962864721484
13579,1079.3962864721484
13670,1079.3962864721484
14009,1079.3962864721484
14495,1079.3962864721484
14524,1079.3962864721484
14612,1079.3962864721484
14774,1079.3962864721484
14920,1079.3962864721484
15252,1079.3962864721484
15946,1079.3962864721484
16119,1079.3962864721484
16306,1079.3962864721484
17061,1079.3962864721484
17637,1079.3962864721484
17639,1079.3962864721484
17942,1079.3962864721484
18056,1079.3962864721484
18226,1079.3962864721484
18513,1079.3962864721484
18804,1079.3962864721484
19219,1079.3962864721484
20029,1079.3962864721484
20221,1079.3962864721484
20284,1079.3962864721484
20423,1079.3962864721484
20591,1079.3962864721484
20918,1079.3962864721484
20949,1079.3962864721484
21139,1079.3962864721484
21352,1079.3962864721484
21573,1079.3962864721484
21656,1079.3962864721484
21847,1079.3962864721484
22011,1079.3962864721484
22100,1079.3962864721484
22297,1079.3962864721484
22394,1079.3962864721484
22963,1079.3962864721484
22983,1079.3962864721484
23910,1079.3962864721484
24607,1079.3962864721484
24725,1079.3962864721484
25023,1079.3962864721484
25275,1079.3962864721484
25526,1079.3962864721484
25639,1079.3962864721484
25882,1079.3962864721484
26415,1079.3962864721484
26480,1079.3962864721484
26505,1079.3962864721484
26832,1079.3962864721484
27889,1079.3962864721484
28115,1079.3962864721484
28724,1079.3962864721484
29071,1079.3962864721484
29138,1079.3962864721484
29208,1079.3962864721484
29567,1079.3962864721484
29765,1079.3962864721484
29829,1079.3962864721484
30038,1079.3962864721484
30408,1079.3962864721484
30957,1079.3962864721484
31012,1079.3962864721484
32645,1079.3962864721484
