metadata_column	enumeration
in.county	UT, Washington County
in.county	UT, Weber County
in.county	VA, Accomack County
in.county	VA, Albemarle County
in.county	VA, Alexandria city
in.county	VA, Alleghany County
in.county	VA, Amherst County
in.county	VA, Appomattox County
in.county	VA, Arlington County
in.county	VA, Augusta County
in.county	VA, Bedford County
in.county	VA, Botetourt County
in.county	VA, Bristol city
in.county	VA, Brunswick County
in.county	VA, Buchanan County
in.county	VA, Buckingham County
in.county	VA, Campbell County
in.county	VA, Caroline County
in.county	VA, Carroll County
in.county	VA, Charlottesville city
in.county	VA, Chesapeake city
in.county	VA, Chesterfield County
in.county	VA, Colonial Heights city
in.county	VA, Culpeper County
in.county	VA, Danville city
in.county	VA, Dickenson County
in.county	VA, Dinwiddie County
in.county	VA, Fairfax County
in.county	VA, Fairfax city
in.county	VA, Fauquier County
in.county	VA, Floyd County
in.county	VA, Fluvanna County
in.county	VA, Franklin County
in.county	VA, Frederick County
in.county	VA, Fredericksburg city
in.county	VA, Giles County
in.county	VA, Gloucester County
in.county	VA, Goochland County
in.county	VA, Grayson County
in.county	VA, Greene County
in.county	VA, Halifax County
in.county	VA, Hampton city
in.county	VA, Hanover County
in.county	VA, Harrisonburg city
in.county	VA, Henrico County
in.county	VA, Henry County
in.county	VA, Hopewell city
in.county	VA, Isle of Wight County
in.county	VA, James City County
in.county	VA, King George County
in.county	VA, King William County
in.county	VA, Lancaster County
in.county	VA, Lee County
in.county	VA, Loudoun County
in.county	VA, Louisa County
in.county	VA, Lynchburg city
in.county	VA, Manassas city
in.county	VA, Martinsville city
in.county	VA, Mecklenburg County
in.county	VA, Middlesex County
in.county	VA, Montgomery County
in.county	VA, Nelson County
in.county	VA, New Kent County
in.county	VA, Newport News city
in.county	VA, Norfolk city
in.county	VA, Northampton County
in.county	VA, Northumberland County
in.county	VA, Nottoway County
in.county	VA, Orange County
in.county	VA, Page County
in.county	VA, Patrick County
in.county	VA, Petersburg city
in.county	VA, Pittsylvania County
in.county	VA, Portsmouth city
in.county	VA, Powhatan County
in.county	VA, Prince Edward County
in.county	VA, Prince George County
in.county	VA, Prince William County
in.county	VA, Pulaski County
in.county	VA, Richmond city
in.county	VA, Roanoke County
in.county	VA, Roanoke city
in.county	VA, Rockbridge County
in.county	VA, Rockingham County
in.county	VA, Russell County
in.county	VA, Salem city
in.county	VA, Scott County
in.county	VA, Shenandoah County
in.county	VA, Smyth County
in.county	VA, Southampton County
in.county	VA, Spotsylvania County
in.county	VA, Stafford County
in.county	VA, Staunton city
in.county	VA, Suffolk city
in.county	VA, Tazewell County
in.county	VA, Virginia Beach city
in.county	VA, Warren County
in.county	VA, Washington County
in.county	VA, Waynesboro city
in.county	VA, Westmoreland County
in.county	VA, Winchester city
in.county	VA, Wise County
in.county	VA, Wythe County
in.county	VA, York County
in.county	VT, Addison County
in.county	VT, Bennington County
in.county	VT, Caledonia County
in.county	VT, Chittenden County
in.county	VT, Franklin County
in.county	VT, Lamoille County
in.county	VT, Orange County
in.county	VT, Orleans County
in.county	VT, Rutland County
in.county	VT, Washington County
in.county	VT, Windham County
in.county	VT, Windsor County
in.county	WA, Adams County
in.county	WA, Asotin County
in.county	WA, Benton County
in.county	WA, Chelan County
in.county	WA, Clallam County
in.county	WA, Clark County
in.county	WA, Cowlitz County
in.county	WA, Douglas County
in.county	WA, Franklin County
in.county	WA, Grant County
in.county	WA, Grays Harbor County
in.county	WA, Island County
in.county	WA, Jefferson County
in.county	WA, King County
in.county	WA, Kitsap County
in.county	WA, Kittitas County
in.county	WA, Klickitat County
in.county	WA, Lewis County
in.county	WA, Mason County
in.county	WA, Okanogan County
in.county	WA, Pacific County
in.county	WA, Pend Oreille County
in.county	WA, Pierce County
in.county	WA, San Juan County
in.county	WA, Skagit County
in.county	WA, Snohomish County
in.county	WA, Spokane County
in.county	WA, Stevens County
in.county	WA, Thurston County
in.county	WA, Walla Walla County
in.county	WA, Whatcom County
in.county	WA, Whitman County
in.county	WA, Yakima County
in.county	WI, Adams County
in.county	WI, Ashland County
in.county	WI, Barron County
in.county	WI, Bayfield County
in.county	WI, Brown County
in.county	WI, Buffalo County
in.county	WI, Burnett County
in.county	WI, Calumet County
in.county	WI, Chippewa County
in.county	WI, Clark County
in.county	WI, Columbia County
in.county	WI, Crawford County
in.county	WI, Dane County
in.county	WI, Dodge County
in.county	WI, Door County
in.county	WI, Douglas County
in.county	WI, Dunn County
in.county	WI, Eau Claire County
in.county	WI, Fond du Lac County
in.county	WI, Forest County
in.county	WI, Grant County
in.county	WI, Green County
in.county	WI, Green Lake County
in.county	WI, Iowa County
in.county	WI, Iron County
in.county	WI, Jackson County
in.county	WI, Jefferson County
in.county	WI, Juneau County
in.county	WI, Kenosha County
in.county	WI, Kewaunee County
in.county	WI, La Crosse County
in.county	WI, Lafayette County
in.county	WI, Langlade County
in.county	WI, Lincoln County
in.county	WI, Manitowoc County
in.county	WI, Marathon County
in.county	WI, Marinette County
in.county	WI, Marquette County
in.county	WI, Milwaukee County
in.county	WI, Monroe County
in.county	WI, Oconto County
in.county	WI, Oneida County
in.county	WI, Outagamie County
in.county	WI, Ozaukee County
in.county	WI, Pierce County
in.county	WI, Polk County
in.county	WI, Portage County
in.county	WI, Price County
in.county	WI, Racine County
in.county	WI, Richland County
in.county	WI, Rock County
in.county	WI, Rusk County
in.county	WI, Sauk County
in.county	WI, Sawyer County
in.county	WI, Shawano County
in.county	WI, Sheboygan County
in.county	WI, St. Croix County
in.county	WI, Taylor County
in.county	WI, Trempealeau County
in.county	WI, Vernon County
in.county	WI, Vilas County
in.county	WI, Walworth County
in.county	WI, Washburn County
in.county	WI, Washington County
in.county	WI, Waukesha County
in.county	WI, Waupaca County
in.county	WI, Waushara County
in.county	WI, Winnebago County
in.county	WI, Wood County
in.county	WV, Barbour County
in.county	WV, Berkeley County
in.county	WV, Boone County
in.county	WV, Braxton County
in.county	WV, Brooke County
in.county	WV, Cabell County
in.county	WV, Fayette County
in.county	WV, Grant County
in.county	WV, Greenbrier County
in.county	WV, Hampshire County
in.county	WV, Hancock County
in.county	WV, Hardy County
in.county	WV, Harrison County
in.county	WV, Jackson County
in.county	WV, Jefferson County
in.county	WV, Kanawha County
in.county	WV, Lewis County
in.county	WV, Lincoln County
in.county	WV, Logan County
in.county	WV, Marion County
in.county	WV, Marshall County
in.county	WV, Mason County
in.county	WV, McDowell County
in.county	WV, Mercer County
in.county	WV, Mineral County
in.county	WV, Mingo County
in.county	WV, Monongalia County
in.county	WV, Monroe County
in.county	WV, Morgan County
in.county	WV, Nicholas County
in.county	WV, Ohio County
in.county	WV, Pocahontas County
in.county	WV, Preston County
in.county	WV, Putnam County
in.county	WV, Raleigh County
in.county	WV, Randolph County
in.county	WV, Roane County
in.county	WV, Summers County
in.county	WV, Taylor County
in.county	WV, Upshur County
in.county	WV, Wayne County
in.county	WV, Wetzel County
in.county	WV, Wood County
in.county	WV, Wyoming County
in.county	WY, Albany County
in.county	WY, Campbell County
in.county	WY, Carbon County
in.county	WY, Converse County
in.county	WY, Fremont County
in.county	WY, Laramie County
in.county	WY, Lincoln County
in.county	WY, Natrona County
in.county	WY, Park County
in.county	WY, Sheridan County
in.county	WY, Sublette County
in.county	WY, Sweetwater County
in.county	WY, Teton County
in.county	WY, Uinta County
in.county_and_puma	G0100010, G01002100
in.county_and_puma	G0100030, G01002600
in.county_and_puma	G0100050, G01002400
in.county_and_puma	G0100070, G01001700
in.county_and_puma	G0100090, G01000800
in.county_and_puma	G0100130, G01002300
in.county_and_puma	G0100150, G01001100
in.county_and_puma	G0100170, G01001800
in.county_and_puma	G0100190, G01001000
in.county_and_puma	G0100210, G01001800
in.county_and_puma	G0100230, G01002200
in.county_and_puma	G0100250, G01002200
in.county_and_puma	G0100270, G01001000
in.county_and_puma	G0100290, G01001000
in.county_and_puma	G0100310, G01002300
in.county_and_puma	G0100330, G01000100
in.county_and_puma	G0100350, G01002200
in.county_and_puma	G0100390, G01002300
in.county_and_puma	G0100410, G01002300
in.county_and_puma	G0100430, G01000700
in.county_and_puma	G0100450, G01002500
in.county_and_puma	G0100470, G01001700
in.county_and_puma	G0100490, G01000400
in.county_and_puma	G0100510, G01002100
in.county_and_puma	G0100530, G01002200
in.county_and_puma	G0100550, G01000900
in.county_and_puma	G0100570, G01001400
in.county_and_puma	G0100590, G01000100
in.county_and_puma	G0100610, G01002500
in.county_and_puma	G0100650, G01001700
in.county_and_puma	G0100670, G01002500
in.county_and_puma	G0100690, G01002500
in.county_and_puma	G0100710, G01000400
in.county_and_puma	G0100730, G01001301
in.county_and_puma	G0100730, G01001302
in.county_and_puma	G0100730, G01001303
in.county_and_puma	G0100730, G01001304
in.county_and_puma	G0100730, G01001305
in.county_and_puma	G0100750, G01001400
in.county_and_puma	G0100770, G01000100
in.county_and_puma	G0100790, G01000600
in.county_and_puma	G0100810, G01001900
in.county_and_puma	G0100830, G01000200
in.county_and_puma	G0100870, G01002400
in.county_and_puma	G0100890, G01000200
in.county_and_puma	G0100890, G01000301
in.county_and_puma	G0100890, G01000302
in.county_and_puma	G0100890, G01000500
in.county_and_puma	G0100910, G01001700
in.county_and_puma	G0100930, G01001400
in.county_and_puma	G0100950, G01000500
in.county_and_puma	G0100970, G01002701
in.county_and_puma	G0100970, G01002702
in.county_and_puma	G0100970, G01002703
in.county_and_puma	G0100990, G01002200
in.county_and_puma	G0101010, G01002000
in.county_and_puma	G0101010, G01002100
in.county_and_puma	G0101030, G01000600
in.county_and_puma	G0101070, G01001500
in.county_and_puma	G0101090, G01002400
in.county_and_puma	G0101110, G01001000
in.county_and_puma	G0101130, G01002400
in.county_and_puma	G0101150, G01000800
in.county_and_puma	G0101170, G01001200
in.county_and_puma	G0101190, G01001700
in.county_and_puma	G0101210, G01001000
in.county_and_puma	G0101230, G01001800
in.county_and_puma	G0101250, G01001500
in.county_and_puma	G0101250, G01001600
in.county_and_puma	G0101270, G01001400
in.county_and_puma	G0101290, G01002200
in.county_and_puma	G0101330, G01000700
in.county_and_puma	G0200200, G02000101
in.county_and_puma	G0200200, G02000102
in.county_and_puma	G0200500, G02000400
in.county_and_puma	G0200900, G02000300
in.county_and_puma	G0201100, G02000300
in.county_and_puma	G0201220, G02000200
in.county_and_puma	G0201300, G02000300
in.county_and_puma	G0201500, G02000400
in.county_and_puma	G0201700, G02000200
in.county_and_puma	G0202610, G02000300
in.county_and_puma	G0400010, G04000300
in.county_and_puma	G0400030, G04000900
in.county_and_puma	G0400050, G04000400
in.county_and_puma	G0400070, G04000800
in.county_and_puma	G0400090, G04000800
in.county_and_puma	G0400120, G04000600
in.county_and_puma	G0400130, G04000100
in.county_and_puma	G0400130, G04000101
in.county_and_puma	G0400130, G04000102
in.county_and_puma	G0400130, G04000103
in.county_and_puma	G0400130, G04000104
in.county_and_puma	G0400130, G04000105
in.county_and_puma	G0400130, G04000106
in.county_and_puma	G0400130, G04000107
in.county_and_puma	G0400130, G04000108
in.county_and_puma	G0400130, G04000109
in.county_and_puma	G0400130, G04000110
in.county_and_puma	G0400130, G04000111
in.county_and_puma	G0400130, G04000112
in.county_and_puma	G0400130, G04000113
in.county_and_puma	G0400130, G04000114
in.county_and_puma	G0400130, G04000115
in.county_and_puma	G0400130, G04000116
in.county_and_puma	G0400130, G04000117
in.county_and_puma	G0400130, G04000118
in.county_and_puma	G0400130, G04000119
in.county_and_puma	G0400130, G04000120
in.county_and_puma	G0400130, G04000121
in.county_and_puma	G0400130, G04000122
in.county_and_puma	G0400130, G04000123
in.county_and_puma	G0400130, G04000124
in.county_and_puma	G0400130, G04000125
in.county_and_puma	G0400130, G04000126
in.county_and_puma	G0400130, G04000127
in.county_and_puma	G0400130, G04000128
in.county_and_puma	G0400130, G04000129
in.county_and_puma	G0400130, G04000130
in.county_and_puma	G0400130, G04000131
in.county_and_puma	G0400130, G04000132
in.county_and_puma	G0400130, G04000133
in.county_and_puma	G0400130, G04000134
in.county_and_puma	G0400150, G04000600
in.county_and_puma	G0400170, G04000300
in.county_and_puma	G0400190, G04000201
in.county_and_puma	G0400190, G04000202
in.county_and_puma	G0400190, G04000203
in.county_and_puma	G0400190, G04000204
in.county_and_puma	G0400190, G04000205
in.county_and_puma	G0400190, G04000206
in.county_and_puma	G0400190, G04000207
in.county_and_puma	G0400190, G04000208
in.county_and_puma	G0400190, G04000209
in.county_and_puma	G0400210, G04000803
in.county_and_puma	G0400210, G04000805
in.county_and_puma	G0400210, G04000807
in.county_and_puma	G0400230, G04000900
in.county_and_puma	G0400250, G04000500
in.county_and_puma	G0400270, G04000700
in.county_and_puma	G0500030, G05001800
in.county_and_puma	G0500050, G05000300
in.county_and_puma	G0500070, G05000100
in.county_and_puma	G0500090, G05000300
in.county_and_puma	G0500150, G05000300
in.county_and_puma	G0500190, G05001600
in.county_and_puma	G0500210, G05000500
in.county_and_puma	G0500230, G05000400
in.county_and_puma	G0500270, G05001900
in.county_and_puma	G0500290, G05001300
in.county_and_puma	G0500310, G05000500
in.county_and_puma	G0500330, G05001400
in.county_and_puma	G0500350, G05000600
in.county_and_puma	G0500370, G05000700
