Column Type,Import From Raw,Publish In Full,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Calculated,yes,yes,,,out.params.panel_load_total_load_savings.2023_nec_existing_dwelling_load_based..w,out.panel.load.total_load.2023_nec_existing_dwelling_load_based.w.savings,w,,,,,,,,Total amount of electrical load reduced from an energy measure per load-based method for existing dwelings per 2023 National Electrical Code
Calculated,yes,yes,,,out.params.panel_load_occupied_capacity_savings.2023_nec_existing_dwelling_load_based..a,out.panel.load.occupied_capacity.2023_nec_existing_dwelling_load_based.a.savings,amp,,,,,,,,Total amount of occupied electrical capacity reduced from an energy measure per load-based method for existing dwelings per 2023 National Electrical Code
Calculated,yes,yes,,,out.params.panel_breaker_space_occupied_savings_count,out.panel.breaker_space.occupied.count.savings,count,,,,,,,,Number of breaker spaces reduced from an energy measure
Calculated,yes,yes,,,out.params.panel_constraint_capacity.2023_nec_existing_dwelling_load_based,out.panel.constraint.capacity.2023_nec_existing_dwelling_load_based,bool,,,,,,,,"Whether electric panel is capacity-constrained per the given method, defined as when out.panel.load.headroom_capacity.2023_nec_existing_dwelling_load_based.a < 0"
Calculated,yes,yes,,,out.params.panel_constraint_breaker_space,out.panel.constraint.breaker_space,bool,,,,,,,,"Whether electric panel is space-constrained, defined as when out.panel.breaker_space.headroom.count < 0"
Calculated,yes,yes,,,out.params.panel_constraint_overall.2023_nec_existing_dwelling_load_based,out.panel.constraint.overall.2023_nec_existing_dwelling_load_based,categorical,,,,,,,,"Summarize overall electric panel constraint per the given method as ""No Constraint"", ""Space Constrained Only"", ""Capacity Constrained Only"", or ""Capacity and Space Constrained"""
Calculated,yes,yes,,,out.energy_burden..percentage,out.energy_burden.percentage,percentage,,,,,,,,Percentage of income spent on energy
Calculated,yes,yes,,,,out.electricity.battery.energy_consumption_intensity,kwh/sqft,,,,out.electricity.battery.energy_consumption_intensity,out.electricity.battery.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.ceiling_fan.energy_consumption_intensity,kwh/sqft,,,,out.electricity.ceiling_fan.energy_consumption_intensity,out.electricity.ceiling_fan.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.clothes_dryer.energy_consumption_intensity,kwh/sqft,,,,out.electricity.clothes_dryer.energy_consumption_intensity,out.electricity.clothes_dryer.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.clothes_washer.energy_consumption_intensity,kwh/sqft,,,,out.electricity.clothes_washer.energy_consumption_intensity,out.electricity.clothes_washer.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.cooling_fans_pumps.energy_consumption_intensity,kwh/sqft,,,,out.electricity.cooling_fans_pumps.energy_consumption_intensity,out.electricity.cooling_fans_pumps.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.cooling.energy_consumption_intensity,kwh/sqft,,,,out.electricity.cooling.energy_consumption_intensity,out.electricity.cooling.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.dehumidifier.energy_consumption_intensity,kwh/sqft,,,,out.electricity.dehumidifier.energy_consumption_intensity,out.electricity.dehumidifier.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.dishwasher.energy_consumption_intensity,kwh/sqft,,,,out.electricity.dishwasher.energy_consumption_intensity,out.electricity.dishwasher.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.ev_charging.energy_consumption_intensity,kwh/sqft,,,,out.electricity.ev_charging.energy_consumption_intensity,out.electricity.ev_charging.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.freezer.energy_consumption_intensity,kwh/sqft,,,,out.electricity.freezer.energy_consumption_intensity,out.electricity.freezer.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.generator.energy_consumption_intensity,kwh/sqft,,,,out.electricity.generator.energy_consumption_intensity,out.electricity.generator.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.heating_fans_pumps.energy_consumption_intensity,kwh/sqft,,,,out.electricity.heating_fans_pumps.energy_consumption_intensity,out.electricity.heating_fans_pumps.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.heating_hp_bkup.energy_consumption_intensity,kwh/sqft,,,,out.electricity.heating_hp_bkup.energy_consumption_intensity,out.electricity.heating_hp_bkup.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.heating_hp_bkup_fa.energy_consumption_intensity,kwh/sqft,,,,out.electricity.heating_hp_bkup_fa.energy_consumption_intensity,out.electricity.heating_hp_bkup_fa.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.heating.energy_consumption_intensity,kwh/sqft,,,,out.electricity.heating.energy_consumption_intensity,out.electricity.heating.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.permanent_spa_heat.energy_consumption_intensity,kwh/sqft,,,,out.electricity.permanent_spa_heat.energy_consumption_intensity,out.electricity.permanent_spa_heat.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.permanent_spa_pump.energy_consumption_intensity,kwh/sqft,,,,out.electricity.permanent_spa_pump.energy_consumption_intensity,out.electricity.permanent_spa_pump.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.hot_water.energy_consumption_intensity,kwh/sqft,,,,out.electricity.hot_water.energy_consumption_intensity,out.electricity.hot_water.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.hot_water_recirc_p.energy_consumption_intensity,kwh/sqft,,,,out.electricity.hot_water_recirc_p.energy_consumption_intensity,out.electricity.hot_water_recirc_p.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.hot_water_solar_th.energy_consumption_intensity,kwh/sqft,,,,out.electricity.hot_water_solar_th.energy_consumption_intensity,out.electricity.hot_water_solar_th.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.lighting_exterior.energy_consumption_intensity,kwh/sqft,,,,out.electricity.lighting_exterior.energy_consumption_intensity,out.electricity.lighting_exterior.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.lighting_garage.energy_consumption_intensity,kwh/sqft,,,,out.electricity.lighting_garage.energy_consumption_intensity,out.electricity.lighting_garage.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.lighting_interior.energy_consumption_intensity,kwh/sqft,,,,out.electricity.lighting_interior.energy_consumption_intensity,out.electricity.lighting_interior.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.mech_vent.energy_consumption_intensity,kwh/sqft,,,,out.electricity.mech_vent.energy_consumption_intensity,out.electricity.mech_vent.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.mech_vent_precool.energy_consumption_intensity,kwh/sqft,,,,out.electricity.mech_vent_precool.energy_consumption_intensity,out.electricity.mech_vent_precool.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.mech_vent_preheat.energy_consumption_intensity,kwh/sqft,,,,out.electricity.mech_vent_preheat.energy_consumption_intensity,out.electricity.mech_vent_preheat.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.plug_loads.energy_consumption_intensity,kwh/sqft,,,,out.electricity.plug_loads.energy_consumption_intensity,out.electricity.plug_loads.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.pool_heater.energy_consumption_intensity,kwh/sqft,,,,out.electricity.pool_heater.energy_consumption_intensity,out.electricity.pool_heater.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.pool_pump.energy_consumption_intensity,kwh/sqft,,,,out.electricity.pool_pump.energy_consumption_intensity,out.electricity.pool_pump.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.pv.energy_consumption_intensity,kwh/sqft,,,,out.electricity.pv.energy_consumption_intensity,out.electricity.pv.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.range_oven.energy_consumption_intensity,kwh/sqft,,,,out.electricity.range_oven.energy_consumption_intensity,out.electricity.range_oven.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.refrigerator.energy_consumption_intensity,kwh/sqft,,,,out.electricity.refrigerator.energy_consumption_intensity,out.electricity.refrigerator.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.television.energy_consumption_intensity,kwh/sqft,,,,out.electricity.television.energy_consumption_intensity,out.electricity.television.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.well_pump.energy_consumption_intensity,kwh/sqft,,,,out.electricity.well_pump.energy_consumption_intensity,out.electricity.well_pump.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.electricity.whole_house_fan.energy_consumption_intensity,kwh/sqft,,,,out.electricity.whole_house_fan.energy_consumption_intensity,out.electricity.whole_house_fan.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.fuel_oil.clothes_dryer.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.clothes_dryer.energy_consumption_intensity,out.fuel_oil.clothes_dryer.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.fuel_oil.fireplace.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.fireplace.energy_consumption_intensity,out.fuel_oil.fireplace.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.fuel_oil.generator.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.generator.energy_consumption_intensity,out.fuel_oil.generator.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.fuel_oil.grill.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.grill.energy_consumption_intensity,out.fuel_oil.grill.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.fuel_oil.heating_hp_bkup.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.heating_hp_bkup.energy_consumption_intensity,out.fuel_oil.heating_hp_bkup.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.fuel_oil.heating.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.heating.energy_consumption_intensity,out.fuel_oil.heating.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.fuel_oil.hot_water.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.hot_water.energy_consumption_intensity,out.fuel_oil.hot_water.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.fuel_oil.lighting.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.lighting.energy_consumption_intensity,out.fuel_oil.lighting.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.fuel_oil.mech_vent_preheating.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.mech_vent_preheating.energy_consumption_intensity,out.fuel_oil.mech_vent_preheating.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.fuel_oil.range_oven.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.range_oven.energy_consumption_intensity,out.fuel_oil.range_oven.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.natural_gas.clothes_dryer.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.clothes_dryer.energy_consumption_intensity,out.natural_gas.clothes_dryer.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.natural_gas.fireplace.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.fireplace.energy_consumption_intensity,out.natural_gas.fireplace.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.natural_gas.generator.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.generator.energy_consumption_intensity,out.natural_gas.generator.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,yes,yes,,,,out.natural_gas.grill.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.grill.energy_consumption_intensity,out.natural_gas.grill.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
